1002,Cally Jacobs,Main Office,17.5,2023-10-22T07:03:01,2023-10-22T09:04:56,121.0
1002,Cally Jacobs,Main Office,17.5,2023-10-22T14:07:40,2023-10-22T14:46:03,38.0
1002,Cally Jacobs,Main Office,17.5,2023-10-23T09:29:53,2023-10-23T10:09:42,39.0
1002,Cally Jacobs,Main Office,17.5,2023-10-23T14:05:07,2023-10-23T15:43:16,98.0
1002,Cally Jacobs,Main Office,17.5,2023-10-24T07:22:19,2023-10-24T10:48:49,206.0
1002,Cally Jacobs,Main Office,17.5,2023-10-24T13:19:03,2023-10-24T17:17:52,238.0
1002,Cally Jacobs,Main Office,17.5,2023-10-25T07:21:06,2023-10-25T07:27:39,6.0
1002,Cally Jacobs,Main Office,17.5,2023-10-25T12:42:12,2023-10-25T15:22:47,160.0
1006,Ramona Huber,Rec Center,24.0,2023-10-24T07:11:16,2023-10-24T08:23,71.0
1006,Ramona Huber,Rec Center,24.0,2023-10-24T13:39:46,2023-10-24T15:07:57,88.0
1006,Ramona Huber,Rec Center,24.0,2023-10-25T14:50:45,2023-10-25T16:29:49,99.0
1006,Ramona Huber,Rec Center,24.0,2023-10-26T07:03:53,2023-10-26T10:33:02,209.0
1006,Ramona Huber,Rec Center,24.0,2023-10-26T14:24:52,2023-10-26T15:46:02,81.0
1006,Ramona Huber,Rec Center,24.0,2023-10-27T09:03:57,2023-10-27T10:00:51,56.0
1006,Ramona Huber,Rec Center,24.0,2023-10-27T14:30:47,2023-10-27T16:28:11,117.0
1008,Alexandra Williams,Rec Center,28.75,2023-10-23T06:12:28,2023-10-23T10:31:01,258.0
1008,Alexandra Williams,Rec Center,28.75,2023-10-23T12:57:54,2023-10-23T16:09:57,192.0
1008,Alexandra Williams,Rec Center,28.75,2023-10-26T07:50:19,2023-10-26T08:07:09,16.0
1008,Alexandra Williams,Rec Center,28.75,2023-10-26T14:12:36,2023-10-26T17:11:46,179.0
1008,Alexandra Williams,Rec Center,28.75,2023-10-27T06:42:53,2023-10-27T07:28:55,46.0
1008,Alexandra Williams,Rec Center,28.75,2023-10-27T14:07:29,2023-10-27T16:53:21,165.0
1011,Ethan Henderson,Sports Complex,25.0,2023-10-22T13:59:57,2023-10-22T14:10:05,10.0
1011,Ethan Henderson,Sports Complex,25.0,2023-10-23T06:44:59,2023-10-23T07:49:29,64.0
1011,Ethan Henderson,Sports Complex,25.0,2023-10-23T14:21:14,2023-10-23T17:33:38,192.0
1011,Ethan Henderson,Sports Complex,25.0,2023-10-24T07:51:11,2023-10-24T09:03:34,72.0
1011,Ethan Henderson,Sports Complex,25.0,2023-10-25T09:15:31,2023-10-25T10:33:17,77.0
1011,Ethan Henderson,Sports Complex,25.0,2023-10-25T12:26:08,2023-10-25T14:35:58,129.0
1011,Ethan Henderson,Sports Complex,25.0,2023-10-26T08:00:54,2023-10-26T09:31,90.0
1011,Ethan Henderson,Sports Complex,25.0,2023-10-26T14:51:10,2023-10-26T17:50:25,179.0
1011,Ethan Henderson,Sports Complex,25.0,2023-10-27T09:48:34,2023-10-27T09:53:56,5.0
1011,Ethan Henderson,Sports Complex,25.0,2023-10-27T14:58:46,2023-10-27T16:30:05,91.0
1011,Ethan Henderson,Sports Complex,25.0,2023-10-28T07:50:12,2023-10-28T11:06:34,196.0
1011,Ethan Henderson,Sports Complex,25.0,2023-10-28T12:48:41,2023-10-28T17:15:08,266.0
1013,Cooper Woods,Pro Shop,28.75,2023-10-22T07:37:23,2023-10-22T08:37:31,60.0
1013,Cooper Woods,Pro Shop,28.75,2023-10-22T12:42:55,2023-10-22T14:47:49,124.0
1013,Cooper Woods,Pro Shop,28.75,2023-10-23T09:33:17,2023-10-23T10:59:40,86.0
1013,Cooper Woods,Pro Shop,28.75,2023-10-23T13:58:33,2023-10-23T14:35:54,37.0
1013,Cooper Woods,Pro Shop,28.75,2023-10-28T12:14:20,2023-10-28T12:29:39,15.0
1015,Wade Rivas,Rec Center,16.5,2023-10-22T07:38:12,2023-10-22T09:00:15,82.0
1015,Wade Rivas,Rec Center,16.5,2023-10-22T12:42:08,2023-10-22T17:38:07,295.0
1015,Wade Rivas,Rec Center,16.5,2023-10-23T08:17:38,2023-10-23T09:10:02,52.0
1015,Wade Rivas,Rec Center,16.5,2023-10-24T09:25:25,2023-10-24T09:42:40,17.0
1015,Wade Rivas,Rec Center,16.5,2023-10-24T14:46:02,2023-10-24T15:03:59,17.0
1015,Wade Rivas,Rec Center,16.5,2023-10-25T09:06:04,2023-10-25T09:55:55,49.0
